23,265,303,149,0,12,746
17,93,0,36,0,8,223
15,43,153,149,0,8,714
1,141,327,136,0,3,20
15,43,324,144,0,9,1
16,81,0,35,1,3,506
34,27,13,144,0,19,1
45,20,253,149,1,3,779
65,288,0,141,0,6,581
6,127,33,111,0,3,20
31,54,0,55,0,19,239
49,181,0,105,0,19,285
38,168,337,132,1,3,20
15,231,0,33,0,3,521
15,73,111,39,0,19,20
45,103,102,134,0,19,418
45,92,0,100,1,3,427
13,53,105,60,0,19,179
29,205,180,149,0,3,34
45,92,286,132,0,3,20
62,32,214,150,0,0,143
12,82,0,27,0,19,609
61,90,42,103,0,3,399
55,139,105,60,0,19,173
17,114,19,149,0,19,591
2,35,31,149,0,12,39
23,148,153,149,0,12,71
31,119,28,150,0,3,144
46,86,282,111,0,6,122
14,175,227,132,0,19,898
11,85,0,26,0,3,684
61,25,67,103,0,3,20
15,73,118,150,0,19,11
47,47,66,74,0,23,268
61,254,0,129,0,3,260
29,201,0,52,0,3,429
40,278,0,88,0,19,578
17,120,0,36,0,3,229
62,21,0,139,0,19,869
49,143,0,105,0,13,487
16,238,0,35,0,3,196
14,64,164,144,0,19,1
17,102,20,149,1,3,80
14,172,89,149,1,3,99
63,38,53,149,1,19,156
1,46,311,118,0,3,864
5,118,0,11,0,3,441
14,82,219,87,0,19,169
15,43,106,38,0,8,582
64,202,26,150,1,17,103
62,264,180,149,0,12,746
2,35,132,144,0,19,1
25,293,303,149,0,12,746
14,71,0,29,0,19,577
5,168,96,132,0,3,809
28,37,331,60,0,3,20
34,67,31,148,0,19,153
15,183,0,33,0,12,882
35,14,110,149,0,12,762
17,199,0,36,0,8,466
19,282,0,43,0,11,194
25,154,0,49,0,8,550
45,92,153,149,0,12,50
17,120,0,36,0,3,466
64,206,0,140,0,17,404
62,55,31,148,0,19,0
15,210,309,7,1,3,322
9,179,44,16,0,7,181
17,160,0,36,0,3,218
38,168,343,83,0,19,431
2,35,340,142,0,19,20
5,118,0,11,0,3,451
1,109,0,1,0,19,345
40,278,229,132,0,19,603
14,175,347,132,0,19,547
61,255,57,56,0,8,122
41,6,169,144,1,3,1
55,127,0,113,0,3,489
61,89,3,103,0,19,449
8,127,268,108,0,3,191
15,232,0,33,0,12,752
17,160,0,36,0,8,466
27,121,0,50,0,3,182
14,171,288,132,0,7,280
55,97,196,132,1,3,626
62,248,304,5,0,13,871
47,84,0,103,0,19,499
31,115,0,55,0,3,705
9,91,282,77,0,3,395
14,168,119,150,0,3,48
45,103,286,134,0,19,584
14,175,227,132,0,19,897
35,66,211,86,0,3,562
5,168,40,144,0,3,1
0,0,66,74,0,16,122
64,184,0,140,1,3,394
50,156,0,107,0,19,325
3,127,77,75,0,3,395
17,83,0,36,0,12,227
63,267,28,150,0,12,746
11,101,283,114,0,19,688
60,168,314,132,0,17,423
62,70,153,149,0,19,707
28,37,0,51,0,3,461
2,35,340,142,0,3,887
55,228,0,113,0,19,555
40,112,111,72,0,3,122
45,103,286,134,0,19,709
15,43,0,33,0,19,330
48,182,0,104,0,1,381
45,92,103,147,0,12,780
17,120,0,36,1,3,227
62,72,282,132,0,19,395
30,226,0,53,1,3,495
31,119,221,144,0,3,1
60,168,152,149,1,3,101
40,279,153,149,0,19,773
34,27,55,149,0,19,28
17,199,0,36,0,12,465
13,45,311,118,0,3,689
34,178,86,149,0,3,4
35,74,87,9,0,12,751
31,115,113,40,0,3,376
9,29,45,149,0,12,664
62,21,309,7,0,19,477
25,158,0,49,0,8,550
11,36,0,26,0,3,472
29,219,180,149,0,12,746
13,136,0,28,0,19,266
15,101,0,33,0,3,411
33,116,277,111,0,19,696
17,199,0,36,1,3,228
1,141,208,149,0,11,746
15,211,111,39,0,3,122
5,168,96,132,1,3,817
16,238,38,2,0,3,665
15,37,0,33,0,3,286
37,109,246,71,0,19,569
49,34,139,132,0,17,645
30,33,0,53,0,22,316
49,166,0,105,0,3,439
15,211,182,132,1,3,545
53,177,78,5,1,3,528
14,144,345,58,0,19,400
42,107,196,85,0,3,600
34,196,0,58,0,10,474
23,266,303,149,0,12,746
25,150,0,49,0,8,549
55,25,316,129,0,3,20
35,66,0,59,0,12,755
34,178,181,149,1,3,745
6,24,32,122,0,19,122
25,151,0,49,0,8,550
49,292,0,105,0,19,324
14,168,101,132,0,19,712
34,27,55,149,1,3,102
14,266,0,29,1,3,323
29,219,351,149,0,3,7
45,20,60,149,0,3,6
8,127,278,8,0,3,122
15,126,0,33,0,19,327
40,278,7,80,0,19,905
55,139,105,60,0,19,175
14,172,198,149,0,7,27
55,97,0,113,0,19,240
54,58,68,7,0,16,122
30,240,221,144,0,3,1
45,92,357,132,0,3,20
17,160,0,36,0,12,465
62,70,163,132,0,19,210
17,120,145,149,0,8,33
27,208,153,149,0,12,71
14,64,153,149,0,12,62
29,218,180,149,0,3,8
47,135,283,114,0,19,471
64,202,0,140,1,3,391
41,261,339,138,0,8,583
35,74,200,149,0,3,129
17,114,273,149,1,19,31
47,135,0,103,0,19,190
45,20,177,147,0,12,749
44,44,153,149,0,12,71
4,101,111,39,0,19,434
15,210,0,33,0,6,627
28,37,320,54,0,3,20
15,210,353,132,0,6,630
40,278,229,132,0,19,425
47,47,284,115,1,3,122
35,74,153,149,0,12,49
9,29,0,17,0,19,828
21,101,50,132,0,8,122
39,290,222,149,0,12,65
62,249,181,149,0,12,746
61,65,265,144,0,3,1
48,182,277,111,0,16,122
14,172,189,83,1,3,571
14,172,199,149,1,3,99
14,266,0,29,0,3,510
13,136,306,118,0,19,692
29,205,318,149,0,3,6
14,168,76,132,0,19,769
60,168,152,149,1,3,103
4,101,305,123,0,19,122
54,58,70,84,0,3,20
61,255,210,144,0,3,1
22,82,219,87,0,19,171
28,37,0,51,0,3,557
15,73,111,39,0,19,274
65,283,259,9,0,3,20
16,185,38,2,0,3,856
65,288,257,149,0,1,99
55,228,271,144,0,19,1
11,36,0,26,1,3,789
49,166,0,105,0,3,285
65,288,28,150,0,12,911
64,202,257,149,0,4,99
63,38,53,149,1,19,30
15,183,327,149,0,12,75
62,70,181,149,0,12,746
11,191,0,26,0,3,238
61,89,3,103,0,19,20
34,197,201,132,0,3,299
45,92,0,100,0,12,782
18,96,0,41,0,19,351
44,44,303,149,0,12,746
11,36,156,149,1,19,129
29,201,136,45,0,3,806
13,45,333,27,0,23,122
8,127,0,15,1,3,332
11,68,0,26,0,19,261
15,31,0,33,0,8,392
24,30,31,145,0,6,151
34,27,4,144,1,3,1
4,209,282,150,0,6,140
15,232,153,149,0,12,75
6,42,303,149,0,12,746
61,65,0,129,0,3,259
49,37,259,132,0,7,20
14,168,17,132,1,3,305
62,21,309,7,0,19,476
55,127,242,111,0,3,20
31,63,28,149,0,3,129
32,168,240,91,0,19,348
34,27,163,132,1,3,824
12,82,0,27,0,19,563
62,70,93,132,0,19,385
60,168,314,132,0,17,209
33,251,163,132,0,3,671
10,98,282,19,0,3,122
39,290,80,144,0,19,1
45,20,0,100,1,3,702
44,16,0,95,0,3,840
47,51,16,149,0,17,605
9,29,45,149,0,12,664
14,168,17,132,1,3,304
14,71,101,132,0,19,893
15,73,111,39,0,19,122
19,282,28,150,0,10,27
34,80,0,58,0,19,575
28,190,0,51,0,8,239
45,20,82,149,0,3,784
63,38,53,149,1,19,160
34,27,321,144,1,3,1
5,118,0,11,0,3,454
58,233,247,97,1,3,568
6,127,277,111,0,3,620
58,233,248,125,0,7,172
14,71,346,132,0,19,903
23,165,144,82,0,16,122
29,219,351,149,0,3,27
40,278,148,132,0,19,904
60,168,56,149,0,17,877
31,281,359,150,0,3,101
30,110,0,53,0,8,402
28,157,0,51,0,2,517
34,27,55,149,1,3,97
58,233,247,97,1,3,567
55,127,0,113,0,3,332
62,21,309,7,0,19,480
35,66,0,59,0,3,812
55,97,196,132,0,3,624
47,47,65,28,0,3,265
4,268,36,14,0,3,201
36,109,244,132,0,19,122
23,165,201,132,0,7,425
49,289,238,9,1,3,20
28,253,358,149,0,3,17
25,217,0,49,0,19,874
34,193,153,149,0,19,797
26,99,126,145,1,19,595
15,211,182,132,1,3,544
23,101,201,132,0,19,314
28,37,331,60,0,3,20
15,210,0,33,0,6,184
19,200,28,150,0,10,27
17,160,0,36,0,3,221
14,168,227,132,0,3,539
12,134,0,27,0,19,453
55,139,105,60,0,19,179
25,293,0,49,0,8,548
25,153,0,49,0,8,549
6,42,351,132,0,3,540
30,227,0,53,0,3,318
44,111,0,95,0,19,430
40,278,148,132,0,19,284
12,18,0,27,0,3,872
61,90,42,103,0,19,558
30,39,0,53,0,19,519
34,193,0,58,0,19,474
41,261,339,138,0,8,415
6,145,205,108,0,19,615
23,148,303,149,0,12,746
45,20,197,149,0,13,662
31,246,298,121,0,3,410
28,247,0,51,0,19,517
32,168,79,149,0,12,746
15,211,182,132,1,3,543
14,175,347,132,0,19,211
35,66,203,149,0,13,129
34,27,181,149,0,12,746
34,27,55,149,0,19,94
3,57,153,149,0,3,129
28,157,0,51,1,7,239
27,208,314,128,0,3,246
34,193,303,149,0,12,746
61,229,262,106,0,19,342
33,170,0,57,0,3,370
3,127,70,84,0,3,20
14,172,150,149,0,7,27
31,180,0,55,0,6,245
49,239,29,9,0,16,122
46,108,0,102,0,3,332
29,219,180,149,0,3,22
5,168,239,149,1,3,126
34,27,55,149,1,3,715
6,127,205,108,0,19,122
47,135,0,103,0,19,561
14,169,153,149,0,12,71
34,27,55,149,0,19,93
29,215,318,149,0,3,101
33,251,163,132,0,12,834
29,222,159,150,0,3,101
14,3,27,8,0,16,277
39,290,69,150,1,3,4
55,127,129,149,0,17,604
62,21,0,139,0,19,870
34,178,55,149,1,3,93
15,210,22,132,0,6,607
52,101,251,98,1,3,768
17,93,0,36,0,19,466
5,168,96,132,1,3,794
31,100,318,149,0,3,590
65,288,360,150,0,12,43
61,229,0,129,0,19,851
3,127,338,144,0,3,1
33,252,239,149,0,12,57
16,185,0,35,0,19,505
8,127,53,149,1,3,104
15,183,0,33,1,3,718
6,145,279,65,0,19,122
14,169,72,29,0,3,122
6,42,121,132,0,3,774
14,3,27,8,0,16,576
15,211,292,149,1,3,4
11,186,262,106,0,3,341
3,127,69,150,1,3,4
11,186,263,79,0,12,751
34,27,13,144,1,3,1
34,193,0,58,0,19,796
34,67,31,148,0,19,150
28,4,0,51,0,3,654
24,30,31,145,0,6,78
27,217,0,50,0,19,631
63,267,153,149,0,12,43
29,161,342,145,0,3,18
45,92,176,149,0,12,59
64,212,0,140,0,17,455
29,219,153,149,0,12,61
49,166,0,105,0,8,486
28,286,0,51,0,13,195
64,212,257,150,0,4,99
34,27,55,149,0,19,715
61,254,319,130,0,3,315
30,262,0,53,0,13,318
34,178,181,149,0,12,746
14,172,89,149,0,7,134
12,134,0,27,0,19,237
25,113,277,111,0,19,620
61,254,0,129,0,3,263
16,185,0,35,0,19,484
17,93,18,132,0,19,311
29,201,0,52,1,3,239
40,278,148,132,0,3,280
11,85,61,103,0,3,189
0,0,245,78,0,16,122
49,239,0,105,0,19,324
49,289,238,9,0,19,122
35,14,81,86,0,3,236
62,32,79,150,0,0,651
34,178,181,149,0,12,746
45,92,176,149,0,12,52
54,23,69,150,0,6,4
49,88,0,105,0,3,320
65,285,0,141,1,3,391
34,195,0,58,0,19,474
28,13,94,150,0,3,129
30,240,220,144,0,3,1
38,168,322,132,0,12,857
8,127,53,149,0,17,105
30,5,61,51,0,16,122
16,242,191,149,0,7,29
9,82,219,87,0,19,124
14,168,17,132,0,3,306
17,102,20,149,1,3,77
15,183,111,39,1,3,275
15,183,327,149,0,12,75
47,135,2,0,0,19,570
27,208,201,9,1,3,295
42,106,196,85,0,3,20
55,127,128,108,0,5,192
62,70,181,149,0,12,746
33,276,153,149,0,12,71
4,271,106,38,0,3,20
33,116,280,149,0,19,12
15,37,0,33,0,19,245
29,219,318,149,0,3,6
16,95,287,149,0,3,101
52,101,0,110,1,3,379
45,20,0,100,0,12,759
63,272,194,132,0,7,20
55,97,345,58,0,3,862
45,103,0,100,0,12,761
49,289,195,87,1,3,174
14,64,164,144,0,19,704
15,231,111,39,0,19,122
61,255,57,56,0,8,21
15,211,125,149,0,6,99
18,282,0,41,0,19,351
58,48,120,114,0,3,471
33,226,73,30,0,19,110
33,116,280,149,0,19,13
12,134,306,118,0,19,815
15,211,182,132,0,19,546
30,138,0,53,0,19,518
5,168,303,149,0,12,746
4,209,182,132,0,6,395
30,138,0,53,0,19,533
25,158,0,49,0,8,553
9,29,231,92,0,19,359
9,29,231,92,1,19,361
17,160,0,36,0,12,227
35,76,153,149,0,12,44
30,138,0,53,0,19,316
14,144,0,29,0,19,457
59,146,153,149,0,3,819
15,244,0,33,0,3,389
5,168,96,132,1,3,795
42,129,186,85,0,1,122
49,166,53,149,0,7,99
3,127,348,108,0,3,365
4,101,277,111,0,19,724
49,166,335,131,0,3,20
45,92,0,100,1,3,428
28,245,0,51,0,2,517
2,82,219,87,0,19,124
14,168,95,150,1,3,113
29,219,351,149,0,3,132
64,202,0,140,0,4,334
15,73,0,33,0,19,721
9,29,236,149,0,12,820
17,114,273,149,1,3,83
65,10,256,101,0,16,122
34,27,350,5,0,3,122
62,55,153,149,0,12,56
48,182,151,56,0,8,20
62,70,163,132,0,19,706
47,258,345,58,0,19,463
28,37,331,60,0,3,122
14,168,101,132,0,19,638
45,20,175,149,1,3,68
56,8,162,62,0,16,122
17,120,0,36,0,3,233
29,201,62,9,0,3,613
17,114,273,149,1,19,158
29,219,180,149,0,3,6
45,20,254,149,0,3,846
34,198,8,149,1,3,729
17,102,20,149,1,3,151
15,232,0,33,0,3,411
23,165,0,47,0,12,760
55,97,349,111,0,8,122
55,127,128,108,1,3,861
23,265,354,80,0,3,122
49,167,0,105,0,19,324
19,282,28,150,0,13,130
58,233,308,149,0,21,29
4,191,106,38,0,19,122
62,124,180,149,0,12,746
17,114,153,149,0,12,47
65,10,302,6,0,16,122
42,131,328,136,0,3,177
12,82,330,27,0,19,612
2,35,336,142,0,3,300
12,18,0,27,0,3,873
50,200,241,9,0,6,294
5,118,0,11,0,3,408
25,217,0,49,0,8,549
33,277,37,47,0,19,727
27,121,303,149,0,12,746
17,120,0,36,0,3,230
6,42,121,132,0,3,644
40,278,148,132,0,19,413
15,43,0,33,0,3,522
29,140,223,151,0,3,144
17,120,0,36,0,8,464
65,288,28,150,1,3,90
5,168,201,132,1,3,302
2,280,301,142,0,19,888
60,168,56,149,0,17,875
4,101,268,108,0,19,723
11,68,0,26,0,19,256
54,58,47,18,0,3,122
31,96,0,55,0,6,245
40,112,5,132,0,3,20
29,205,113,40,0,3,122
16,95,243,144,0,3,1
5,168,239,149,1,3,901
64,212,0,140,0,19,398
17,93,0,36,1,3,230
14,172,362,149,0,7,32
64,212,0,140,1,4,403
34,178,31,148,0,19,93
38,168,48,132,0,19,312
47,258,0,103,0,19,890
47,137,0,103,0,19,529
17,114,0,36,0,19,225
45,92,103,147,0,12,749
33,116,277,111,0,19,494
55,97,0,113,0,19,241
15,73,0,33,0,19,352
40,278,153,149,0,19,906
62,123,153,149,0,12,71
62,41,51,22,0,3,20
19,200,28,150,0,13,130
29,161,180,149,0,3,27
55,97,294,97,0,17,566
14,172,362,149,0,3,154
41,6,27,8,1,3,536
19,200,0,43,0,4,326
56,8,2,0,0,16,122
45,20,117,144,1,3,1
45,20,197,149,0,13,128
61,229,153,149,0,12,71
49,289,0,105,0,19,324
53,28,0,111,1,3,247
48,182,0,104,0,8,377
1,270,71,87,0,19,122
62,128,59,24,0,3,253
56,82,213,87,0,19,176
44,204,91,87,0,19,20
14,168,17,132,1,3,309
61,65,0,129,0,3,632
61,65,0,129,0,3,252
5,168,143,132,1,3,20
54,23,0,112,0,6,695
17,120,108,146,0,12,749
14,172,199,149,0,7,99
19,282,28,150,0,10,148
23,274,0,47,0,3,798
5,168,96,132,1,3,807
64,212,0,140,0,19,398
11,36,158,149,1,19,129
28,187,28,149,0,6,653
45,20,252,149,0,3,123
9,29,0,17,1,19,829
62,41,306,124,0,3,20
11,186,263,79,0,19,395
14,168,227,132,0,3,122
58,233,303,149,0,12,746
61,65,317,144,0,3,1
43,224,0,93,0,8,485
14,3,27,8,0,16,445
0,266,0,0,1,3,470
31,260,0,55,0,6,245
34,69,290,132,1,19,293
29,219,351,149,0,3,6
6,42,303,149,0,12,746
9,29,31,149,0,12,45
54,23,69,150,0,6,140
23,266,153,149,0,12,71
62,70,153,149,0,12,62
61,90,0,129,0,19,669
45,92,357,132,0,19,122
62,55,31,148,0,19,152
62,248,309,127,0,13,481
17,83,0,36,0,19,467
47,135,0,103,0,19,449
64,9,309,7,0,16,122
34,197,153,149,0,3,797
20,290,303,149,0,12,746
49,34,142,132,0,17,910
1,141,180,149,0,12,746
